Ripetute,Stile,Vasche,Distanza,Tempo,Tempo cumulato,Passo medio,Passo migliore,Swolf medio,FC Media,FC max,Totale bracciate,Bracciate medie,Calorie,activity_id
13.2,Stile libero,1,25,0:37.8,1:12.7,2:31,2:31,53,136,140,15,--,--,activity_20643588788
13.3,Stile libero,1,25,0:37.8,1:50.5,2:31,2:31,53,135,139,15,--,--,activity_20643588788
13.4,Stile libero,1,25,0:36.1,2:26.6,2:25,2:25,50,132,134,14,--,--,activity_20643588788
13.5,Stile libero,1,25,0:42.1,3:08.7,2:49,2:49,58,132,135,16,--,--,activity_20643588788
13.6,Rana,1,25,0:42.3,3:51.1,2:49,2:49,60,120,133,18,--,--,activity_20643588788
13.7,Rana,1,25,0:51.6,4:42.7,3:27,3:27,71,123,129,19,--,--,activity_20643588788
13.8,Stile libero,1,25,0:40.5,5:23.2,2:42,2:42,53,130,133,12,--,--,activity_20643588788
13.9,Stile libero,1,25,0:35.1,5:58.2,2:20,2:20,47,126,131,12,--,--,activity_20643588788
13.10,Stile libero,1,25,0:28.3,6:26.6,1:53,1:53,37,130,133,9,--,--,activity_20643588788
13.11,Stile libero,1,25,0:40.8,7:07.3,2:43,2:43,54,133,140,13,--,--,activity_20643588788
13.12,Stile libero,1,25,0:38.9,7:46.2,2:36,2:36,52,128,132,13,--,--,activity_20643588788
13.13,Stile libero,1,25,0:36.2,8:22.4,2:25,2:25,49,127,132,13,--,--,activity_20643588788
13.14,Stile libero,1,25,0:41.9,9:04.2,2:48,2:48,56,123,130,14,--,--,activity_20643588788
13.15,Stile libero,1,25,0:35.4,9:39.6,2:21,2:21,47,117,121,12,--,--,activity_20643588788
13.16,Stile libero,1,25,0:36.4,10:16,2:26,2:26,49,128,131,13,--,--,activity_20643588788
13.17,Stile libero,1,25,0:35.7,10:52,2:23,2:23,49,126,129,13,--,--,activity_20643588788
13.18,Stile libero,1,25,0:31.4,11:23,2:06,2:06,42,128,131,11,--,--,activity_20643588788
13.19,Stile libero,1,25,0:40.1,12:03,2:41,2:41,52,126,129,12,--,--,activity_20643588788
13.20,Stile libero,1,25,0:43.4,12:47,2:54,2:54,58,122,125,15,--,--,activity_20643588788
13.21,Stile libero,1,25,0:33.9,13:21,2:16,2:16,46,124,126,12,--,--,activity_20643588788
13.22,--,1,--,4:21.2,17:42,--,--,--,125,142,--,--,--,activity_20643588788
Riepilogo,--,73,"1,825",53:03,53:03,2:16,1:10,46,134,159,912,13,466,activity_20643588788
1,Misto,18,450,11:25,11:25,2:32,1:42,53,135,150,272,15,117,activity_20703880312
1.1,Stile libero,1,25,0:36.8,0:36.8,2:27,2:27,52,106,122,15,--,--,activity_20703880312
1.2,Stile libero,1,25,0:28.8,1:05.5,1:55,1:55,39,120,123,10,--,--,activity_20703880312
1.3,Stile libero,1,25,0:25.6,1:31.1,1:42,1:42,36,119,122,10,--,--,activity_20703880312
1.4,Rana,1,25,0:43,2:14.1,2:52,2:52,58,121,123,15,--,--,activity_20703880312
1.5,Stile libero,1,25,0:31.1,2:45.1,2:04,2:04,43,126,130,12,--,--,activity_20703880312
1.6,Rana,1,25,0:33.3,3:18.4,2:13,2:13,50,135,139,17,--,--,activity_20703880312
1.7,Rana,1,25,0:42.4,4:00.8,2:49,2:49,60,132,139,18,--,--,activity_20703880312
1.8,Rana,1,25,0:47.9,4:48.7,3:12,3:12,69,136,138,21,--,--,activity_20703880312
1.9,Rana,1,25,0:32.7,5:21.4,2:11,2:11,49,133,135,16,--,--,activity_20703880312
1.10,Dorso,1,25,0:39.9,6:01.3,2:39,2:39,55,143,146,15,--,--,activity_20703880312
1.11,Dorso,1,25,0:43.9,6:45.2,2:55,2:55,59,144,148,15,--,--,activity_20703880312
1.12,Dorso,1,25,0:36.6,7:21.8,2:26,2:26,49,144,148,12,--,--,activity_20703880312
1.13,Dorso,1,25,0:43.4,8:05.2,2:54,2:54,60,144,148,17,--,--,activity_20703880312
1.14,Stile libero,1,25,0:57.3,9:02.6,3:49,3:49,75,147,150,18,--,--,activity_20703880312
1.15,Stile libero,1,25,0:34.8,9:37.4,2:19,2:19,49,140,148,14,--,--,activity_20703880312
1.16,Stile libero,1,25,0:29.7,10:07,1:59,1:59,41,137,139,11,--,--,activity_20703880312
1.17,Rana,1,25,0:41.3,10:48,2:45,2:45,60,138,142,19,--,--,activity_20703880312
1.18,Rana,1,25,0:36.7,11:25,2:27,2:27,54,142,145,17,--,--,activity_20703880312
,Riposo,0,0,0:44.8,12:10,0,0,0,134,147,0,0,7,activity_20703880312
2,Misto,2,50,0:59.4,13:09,1:59,1:55,37,130,137,14,7,8,activity_20703880312
2.1,Rana,1,25,0:28.6,0:28.6,1:55,1:55,35,126,130,6,--,--,activity_20703880312
2.2,Stile libero,1,25,0:30.8,0:59.4,2:03,2:03,39,134,137,8,--,--,activity_20703880312
,Riposo,0,0,0:18.9,13:28,0,0,0,133,140,0,0,3,activity_20703880312
3,Misto,16,400,8:14.3,21:43,2:04,0:57,39,139,159,131,8,83,activity_20703880312
3.1,Stile libero,1,25,0:27.4,0:27.4,1:50,1:50,36,134,137,9,--,--,activity_20703880312
3.2,Stile libero,1,25,0:20.3,0:47.7,1:21,1:21,26,138,143,6,--,--,activity_20703880312
3.3,Rana,1,25,0:30.1,1:17.9,2:00,2:00,39,145,152,9,--,--,activity_20703880312
3.4,Rana,1,25,0:23.1,1:40.9,1:32,1:32,30,132,136,7,--,--,activity_20703880312
3.5,Stile libero,1,25,0:26.2,2:07.1,1:45,1:45,34,136,144,8,--,--,activity_20703880312
3.6,Stile libero,1,25,0:26.1,2:33.2,1:44,1:44,34,142,145,8,--,--,activity_20703880312
3.7,Rana,1,25,0:14.3,2:47.5,0:57,0:57,19,137,139,5,--,--,activity_20703880312
3.8,Rana,1,25,0:39.9,3:27.4,2:40,2:40,49,144,154,9,--,--,activity_20703880312
3.9,Stile libero,1,25,0:33.4,4:00.8,2:14,2:14,43,134,142,10,--,--,activity_20703880312
3.10,Rana,1,25,0:45.9,4:46.7,3:04,3:04,57,135,139,11,--,--,activity_20703880312
3.11,Stile libero,1,25,0:31.3,5:18.1,2:05,2:05,40,134,140,9,--,--,activity_20703880312
3.12,Stile libero,1,25,0:43.4,6:01.4,2:54,2:54,55,134,136,12,--,--,activity_20703880312
3.13,Stile libero,1,25,0:25.8,6:27.2,1:43,1:43,34,138,143,8,--,--,activity_20703880312
3.14,Stile libero,1,25,0:17,6:44.2,1:08,1:08,21,149,159,4,--,--,activity_20703880312
3.15,Stile libero,1,25,0:22,7:06.2,1:28,1:28,28,148,158,6,--,--,activity_20703880312
3.16,Stile libero,1,25,1:08.1,8:14.3,4:32,4:32,78,141,144,10,--,--,activity_20703880312
,Riposo,0,0,1:57.7,23:40,0,0,0,125,143,0,0,13,activity_20703880312
4,Stile libero,4,100,1:50.7,25:31,1:51,1:29,40,127,136,48,12,12,activity_20703880312
4.1,Stile libero,1,25,0:30,0:30,2:00,2:00,44,118,130,14,--,--,activity_20703880312
4.2,Stile libero,1,25,0:27.8,0:57.8,1:51,1:51,40,130,134,12,--,--,activity_20703880312
4.3,Stile libero,1,25,0:22.2,1:19.9,1:29,1:29,32,130,135,10,--,--,activity_20703880312
4.4,Stile libero,1,25,0:30.7,1:50.7,2:03,2:03,43,129,136,12,--,--,activity_20703880312
,Riposo,0,0,0:23.3,25:54,0,0,0,131,146,0,0,3,activity_20703880312
5,Stile libero,4,100,1:57.2,27:51,1:57,1:49,42,150,156,50,13,23,activity_20703880312
5.1,Stile libero,1,25,0:30.9,0:30.9,2:04,2:04,45,139,149,14,--,--,activity_20703880312
5.2,Stile libero,1,25,0:28.9,0:59.8,1:55,1:55,41,150,153,12,--,--,activity_20703880312
5.3,Stile libero,1,25,0:30.1,1:29.9,2:00,2:00,43,155,156,13,--,--,activity_20703880312
5.4,Stile libero,1,25,0:27.3,1:57.2,1:49,1:49,38,154,156,11,--,--,activity_20703880312
,Riposo,0,0,0:21.2,28:13,0,0,0,149,154,0,0,4,activity_20703880312
6,Stile libero,4,100,1:56.4,30:09,1:56,1:41,41,152,159,48,12,23,activity_20703880312
6.1,Stile libero,1,25,0:29.4,0:29.4,1:58,1:58,41,147,156,12,--,--,activity_20703880312
6.2,Stile libero,1,25,0:25.3,0:54.6,1:41,1:41,36,157,159,11,--,--,activity_20703880312
6.3,Stile libero,1,25,0:33,1:27.6,2:12,2:12,46,153,155,13,--,--,activity_20703880312
6.4,Stile libero,1,25,0:28.8,1:56.4,1:55,1:55,41,152,153,12,--,--,activity_20703880312
,Riposo,0,0,0:24.9,30:34,0,0,0,148,151,0,0,5,activity_20703880312
7,Stile libero,1,25,0:25.7,31:00,1:43,1:43,37,146,157,11,11,5,activity_20703880312
7.1,Stile libero,1,25,0:25.7,0:25.7,1:43,1:43,37,145,155,11,--,--,activity_20703880312
,Riposo,0,0,0:19.7,31:19,0,0,0,153,157,0,0,4,activity_20703880312
8,Stile libero,1,25,0:24.7,31:44,1:39,1:39,36,144,148,11,11,4,activity_20703880312
8.1,Stile libero,1,25,0:24.7,0:24.7,1:39,1:39,36,144,147,11,--,--,activity_20703880312
,Riposo,0,0,0:20.6,32:05,0,0,0,150,153,0,0,4,activity_20703880312
9,Stile libero,1,25,0:24.3,32:29,1:37,1:37,34,148,157,10,10,4,activity_20703880312
9.1,Stile libero,1,25,0:24.3,0:24.3,1:37,1:37,34,148,156,10,--,--,activity_20703880312
,Riposo,0,0,0:16.5,32:45,0,0,0,157,160,0,0,4,activity_20703880312
10,Stile libero,1,25,0:24.5,33:10,1:38,1:38,37,158,167,12,12,5,activity_20703880312
10.1,Stile libero,1,25,0:24.5,0:24.5,1:38,1:38,37,157,166,12,--,--,activity_20703880312
,Riposo,0,0,0:36.4,33:46,0,0,0,153,169,0,0,8,activity_20703880312
11,Stile libero,4,100,1:56.4,35:43,1:56,1:44,41,149,157,49,12,22,activity_20703880312
11.1,Stile libero,1,25,0:28.5,0:28.5,1:54,1:54,41,139,148,12,--,--,activity_20703880312
11.2,Stile libero,1,25,0:26,0:54.5,1:44,1:44,38,150,157,12,--,--,activity_20703880312
11.3,Stile libero,1,25,0:30,1:24.5,2:00,2:00,42,153,156,12,--,--,activity_20703880312
11.4,Stile libero,1,25,0:31.9,1:56.4,2:07,2:07,45,152,154,13,--,--,activity_20703880312
,Riposo,0,0,0:20.7,36:03,0,0,0,147,151,0,0,4,activity_20703880312
12,Stile libero,4,100,1:58.6,38:02,1:59,1:41,43,148,155,52,13,21,activity_20703880312
12.1,Stile libero,1,25,0:32.4,0:32.4,2:10,2:10,47,140,146,15,--,--,activity_20703880312
12.2,Stile libero,1,25,0:25.3,0:57.7,1:41,1:41,36,148,155,11,--,--,activity_20703880312
12.3,Stile libero,1,25,0:32.3,1:30.1,2:09,2:09,46,150,154,14,--,--,activity_20703880312
12.4,Stile libero,1,25,0:28.6,1:58.6,1:54,1:54,41,151,153,12,--,--,activity_20703880312
,Riposo,0,0,0:24.8,38:27,0,0,0,149,153,0,0,5,activity_20703880312
13,Stile libero,4,100,1:59.8,40:27,2:00,1:52,43,147,155,52,13,20,activity_20703880312
13.1,Stile libero,1,25,0:30.7,0:30.7,2:03,2:03,45,136,142,14,--,--,activity_20703880312
13.2,Stile libero,1,25,0:29.9,1:00.6,2:00,2:00,43,146,153,13,--,--,activity_20703880312
13.3,Stile libero,1,25,0:28.1,1:28.7,1:52,1:52,40,152,153,12,--,--,activity_20703880312
13.4,Stile libero,1,25,0:31.1,1:59.8,2:04,2:04,44,153,155,13,--,--,activity_20703880312
,Riposo,0,0,0:30.0,40:57,0,0,0,144,152,0,0,5,activity_20703880312
14,Farfalla,1,25,0:26.0,41:23,1:44,1:44,38,136,142,12,12,3,activity_20703880312
14.1,Farfalla,1,25,0:26.0,0:26.0,1:44,1:44,38,135,142,12,--,--,activity_20703880312
,Riposo,0,0,0:15.3,41:38,0,0,0,141,145,0,0,2,activity_20703880312
15,Stile libero,1,25,0:25.2,42:03,1:41,1:41,37,145,155,12,12,4,activity_20703880312
15.1,Stile libero,1,25,0:25.2,0:25.2,1:41,1:41,37,145,154,12,--,--,activity_20703880312
,Riposo,0,0,0:20.8,42:24,0,0,0,156,157,0,0,4,activity_20703880312
16,Stile libero,1,25,0:25.3,42:49,1:41,1:41,37,149,158,12,12,5,activity_20703880312
16.1,Stile libero,1,25,0:25.3,0:25.3,1:41,1:41,37,148,156,12,--,--,activity_20703880312
,Riposo,0,0,0:20.4,43:10,0,0,0,156,160,0,0,4,activity_20703880312
17,Farfalla,1,25,0:24.7,43:34,1:39,1:39,37,145,152,12,12,4,activity_20703880312
17.1,Farfalla,1,25,0:24.7,0:24.7,1:39,1:39,37,145,151,12,--,--,activity_20703880312
,Riposo,0,0,0:43.3,44:18,0,0,0,144,154,0,0,7,activity_20703880312
18,Stile libero,4,100,1:53.0,46:11,1:53,1:29,41,152,162,52,13,21,activity_20703880312
18.1,Stile libero,1,25,0:30.4,0:30.4,2:02,2:02,44,135,145,14,--,--,activity_20703880312
18.2,Stile libero,1,25,0:22.3,0:52.7,1:29,1:29,33,151,157,11,--,--,activity_20703880312
18.3,Stile libero,1,25,0:29.5,1:22.2,1:58,1:58,43,159,161,13,--,--,activity_20703880312
18.4,Stile libero,1,25,0:30.8,1:53.0,2:03,2:03,45,160,162,14,--,--,activity_20703880312
,Riposo,0,0,0:57.8,47:08,0,0,0,138,161,0,0,8,activity_20703880312
19,Misto,11,275,7:43.7,54:52,2:49,2:08,57,135,150,164,15,50,activity_20703880312
19.1,Rana,1,25,0:35.4,0:35.4,2:21,2:21,51,127,143,16,--,--,activity_20703880312
19.2,Rana,1,25,0:38.2,1:13.6,2:33,2:33,56,143,150,18,--,--,activity_20703880312
19.3,Rana,1,25,0:38.8,1:52.3,2:35,2:35,58,141,143,19,--,--,activity_20703880312
19.4,Rana,1,25,0:38.1,2:30.4,2:32,2:32,57,144,148,19,--,--,activity_20703880312
19.5,Stile libero,1,25,0:37.2,3:07.6,2:29,2:29,50,139,145,13,--,--,activity_20703880312
19.6,Stile libero,1,25,0:38.8,3:46.3,2:35,2:35,54,133,136,15,--,--,activity_20703880312
19.7,Stile libero,1,25,0:34.8,4:21.1,2:19,2:19,48,136,138,13,--,--,activity_20703880312
19.8,Stile libero,1,25,0:31.9,4:53.1,2:08,2:08,44,135,137,12,--,--,activity_20703880312
19.9,Stile libero,1,25,0:42.6,5:35.6,2:50,2:50,55,132,139,12,--,--,activity_20703880312
19.10,Stile libero,1,25,0:33.8,6:09.4,2:15,2:15,46,122,127,12,--,--,activity_20703880312
19.11,Stile libero,1,25,1:34.3,7:43.7,6:17,6:17,109,132,142,15,--,--,activity_20703880312
Riepilogo,--,83,"2,075",54:52,54:52,2:11,0:57,45,140,169,"1,024",12,528,activity_20703880312
1,Misto,20,500,12:04,12:04,2:25,1:50,51,114,130,287,14,84,activity_20896882655
1.1,Stile libero,1,25,0:35.4,0:35.4,2:21,2:21,46,85,100,11,--,--,activity_20896882655
1.2,Stile libero,1,25,0:29.6,1:05,1:58,1:58,41,100,106,11,--,--,activity_20896882655
1.3,Stile libero,1,25,0:27.4,1:32.4,1:50,1:50,37,116,120,10,--,--,activity_20896882655
1.4,Stile libero,1,25,0:32.2,2:04.6,2:09,2:09,44,115,121,12,--,--,activity_20896882655
1.5,Stile libero,1,25,0:30.9,2:35.5,2:04,2:04,42,113,115,11,--,--,activity_20896882655
1.6,Stile libero,1,25,0:32.1,3:07.6,2:08,2:08,43,117,120,11,--,--,activity_20896882655
1.7,Stile libero,1,25,0:36.7,3:44.2,2:27,2:27,51,120,123,14,--,--,activity_20896882655
1.8,Stile libero,1,25,0:30.8,4:15.1,2:03,2:03,41,120,123,10,--,--,activity_20896882655
1.9,Rana,1,25,0:42,4:57.1,2:48,2:48,60,122,124,18,--,--,activity_20896882655
1.10,Rana,1,25,0:37.8,5:34.9,2:31,2:31,55,120,123,17,--,--,activity_20896882655
1.11,Rana,1,25,0:39,6:13.9,2:36,2:36,57,119,120,18,--,--,activity_20896882655
1.12,Rana,1,25,0:33.5,6:47.4,2:14,2:14,50,116,118,16,--,--,activity_20896882655
1.13,Rana,1,25,0:40.8,7:28.2,2:43,2:43,59,115,117,18,--,--,activity_20896882655
1.14,Rana,1,25,0:32.4,8:00.6,2:10,2:10,48,111,117,16,--,--,activity_20896882655
1.15,Rana,1,25,0:40.5,8:41.1,2:42,2:42,59,107,109,18,--,--,activity_20896882655
1.16,Rana,1,25,0:42.7,9:23.7,2:51,2:51,63,106,109,20,--,--,activity_20896882655
1.17,Dorso,1,25,0:43.7,10:07,2:55,2:55,59,114,122,15,--,--,activity_20896882655
1.18,Dorso,1,25,0:39.3,10:47,2:37,2:37,53,126,130,14,--,--,activity_20896882655
1.19,Dorso,1,25,0:36.6,11:23,2:26,2:26,51,123,128,14,--,--,activity_20896882655
1.20,Dorso,1,25,0:40.3,12:04,2:41,2:41,53,118,121,13,--,--,activity_20896882655
,Riposo,0,0,0:32.5,12:36,0,0,0,129,140,0,0,5,activity_20896882655
2,Stile libero,2,50,1:01.2,13:37,2:02,1:33,37,131,143,13,7,10,activity_20896882655
2.1,Stile libero,1,25,0:37.9,0:37.9,2:32,2:32,46,125,130,8,--,--,activity_20896882655
2.2,Stile libero,1,25,0:23.2,1:01.2,1:33,1:33,28,139,142,5,--,--,activity_20896882655
,Riposo,0,0,0:26.9,14:04,0,0,0,139,145,0,0,5,activity_20896882655
3,Stile libero,2,50,0:56.9,15:01,1:54,1:35,35,131,139,14,7,9,activity_20896882655
3.1,Stile libero,1,25,0:33.2,0:33.2,2:13,2:13,40,128,132,7,--,--,activity_20896882655
3.2,Stile libero,1,25,0:23.8,0:56.9,1:35,1:35,31,135,139,7,--,--,activity_20896882655
,Riposo,0,0,0:14.9,15:16,0,0,0,139,140,0,0,3,activity_20896882655
4,Misto,2,50,0:56.5,16:12,1:53,1:40,36,133,139,16,8,9,activity_20896882655
4.1,Rana,1,25,0:31.6,0:31.6,2:06,2:06,42,132,137,10,--,--,activity_20896882655
4.2,Stile libero,1,25,0:25.0,0:56.5,1:40,1:40,31,134,139,6,--,--,activity_20896882655
,Riposo,0,0,1:12.0,17:24,0,0,0,133,139,0,0,11,activity_20896882655
,Riposo,0,0,0:06.2,17:31,0,0,0,138,139,0,0,1,activity_20896882655
,Riposo,0,0,0:10.5,17:41,0,0,0,135,137,0,0,2,activity_20896882655
5,Stile libero,2,50,0:55.6,18:37,1:51,1:34,36,132,141,16,8,9,activity_20896882655
5.1,Stile libero,1,25,0:32.1,0:32.1,2:08,2:08,41,129,137,9,--,--,activity_20896882655
5.2,Stile libero,1,25,0:23.5,0:55.6,1:34,1:34,31,136,141,7,--,--,activity_20896882655
,Riposo,0,0,0:16.0,18:53,0,0,0,139,141,0,0,3,activity_20896882655
6,Stile libero,2,50,0:58.3,19:51,1:57,1:50,37,133,142,15,8,9,activity_20896882655
6.1,Stile libero,1,25,0:27.5,0:27.5,1:50,1:50,36,131,135,8,--,--,activity_20896882655
6.2,Stile libero,1,25,0:30.8,0:58.3,2:03,2:03,38,135,142,7,--,--,activity_20896882655
,Riposo,0,0,0:17.7,20:09,0,0,0,139,141,0,0,3,activity_20896882655
7,Stile libero,2,50,0:55.9,21:05,1:52,1:51,36,135,138,16,8,9,activity_20896882655
7.1,Stile libero,1,25,0:28.1,0:28.1,1:52,1:52,37,133,136,9,--,--,activity_20896882655
7.2,Stile libero,1,25,0:27.8,0:55.9,1:51,1:51,35,136,138,7,--,--,activity_20896882655
,Riposo,0,0,0:19.1,21:24,0,0,0,137,140,0,0,3,activity_20896882655
8,Stile libero,2,50,0:54.3,22:18,1:49,1:45,35,131,143,15,8,8,activity_20896882655
8.1,Stile libero,1,25,0:26.4,0:26.4,1:45,1:45,34,129,132,8,--,--,activity_20896882655
8.2,Stile libero,1,25,0:27.9,0:54.3,1:52,1:52,35,133,140,7,--,--,activity_20896882655
,Riposo,0,0,1:18.0,23:36,0,0,0,123,144,0,0,9,activity_20896882655
9,Stile libero,4,100,1:55.6,25:32,1:56,1:43,41,127,144,48,12,14,activity_20896882655
9.1,Stile libero,1,25,0:28.2,0:28.2,1:53,1:53,40,113,120,12,--,--,activity_20896882655
9.2,Stile libero,1,25,0:31.8,0:59.9,2:07,2:07,46,125,134,14,--,--,activity_20896882655
9.3,Stile libero,1,25,0:25.7,1:25.6,1:43,1:43,36,132,135,10,--,--,activity_20896882655
9.4,Stile libero,1,25,0:30.0,1:55.6,2:00,2:00,42,136,143,12,--,--,activity_20896882655
,Riposo,0,0,0:19.1,25:51,0,0,0,142,144,0,0,3,activity_20896882655
10,Stile libero,4,100,2:03.5,27:54,2:03,1:49,43,131,145,49,12,17,activity_20896882655
10.1,Stile libero,1,25,0:29.8,0:29.8,1:59,1:59,42,136,138,12,--,--,activity_20896882655
10.2,Stile libero,1,25,0:34.7,1:04.4,2:19,2:19,49,141,145,14,--,--,activity_20896882655
10.3,Stile libero,1,25,0:31.7,1:36.1,2:07,2:07,44,132,145,12,--,--,activity_20896882655
10.4,Stile libero,1,25,0:27.3,2:03.5,1:49,1:49,38,112,114,11,--,--,activity_20896882655
,Riposo,0,0,0:21.0,28:15,0,0,0,127,145,0,0,2,activity_20896882655
11,Stile libero,4,100,1:59.1,30:14,1:59,1:52,42,146,153,49,12,23,activity_20896882655
11.1,Stile libero,1,25,0:27.9,0:27.9,1:52,1:52,38,136,141,10,--,--,activity_20896882655
11.2,Stile libero,1,25,0:32.6,1:00.6,2:11,2:11,47,145,149,14,--,--,activity_20896882655
11.3,Stile libero,1,25,0:28.2,1:28.7,1:53,1:53,40,149,151,12,--,--,activity_20896882655
11.4,Stile libero,1,25,0:30.4,1:59.1,2:02,2:02,43,153,153,13,--,--,activity_20896882655
,Riposo,0,0,0:20.0,30:34,0,0,0,148,153,0,0,4,activity_20896882655
12,Stile libero,4,100,2:00.1,32:34,2:00,1:55,43,133,149,51,13,16,activity_20896882655
12.1,Stile libero,1,25,0:30.3,0:30.3,2:01,2:01,43,138,142,13,--,--,activity_20896882655
12.2,Stile libero,1,25,0:32.3,1:02.6,2:09,2:09,46,143,148,14,--,--,activity_20896882655
12.3,Stile libero,1,25,0:28.8,1:31.3,1:55,1:55,41,130,149,12,--,--,activity_20896882655
12.4,Stile libero,1,25,0:28.8,2:00.1,1:55,1:55,41,118,120,12,--,--,activity_20896882655
,Riposo,0,0,0:24.5,32:59,0,0,0,125,142,0,0,2,activity_20896882655
13,Stile libero,4,100,2:03.8,35:03,2:04,2:00,44,143,154,52,13,21,activity_20896882655
13.1,Stile libero,1,25,0:30.3,0:30.3,2:01,2:01,43,131,138,13,--,--,activity_20896882655
13.2,Stile libero,1,25,0:32.3,1:02.6,2:09,2:09,45,141,145,13,--,--,activity_20896882655
13.3,Stile libero,1,25,0:30.1,1:32.6,2:00,2:00,43,149,154,13,--,--,activity_20896882655
13.4,Stile libero,1,25,0:31.2,2:03.8,2:05,2:05,44,150,154,13,--,--,activity_20896882655
,Riposo,0,0,0:26.6,35:29,0,0,0,144,152,0,0,5,activity_20896882655
14,Stile libero,4,100,1:55.4,37:25,1:55,1:42,42,144,155,52,13,20,activity_20896882655
14.1,Stile libero,1,25,0:31.3,0:31.3,2:05,2:05,45,130,134,14,--,--,activity_20896882655
14.2,Stile libero,1,25,0:25.5,0:56.8,1:42,1:42,37,145,150,11,--,--,activity_20896882655
14.3,Stile libero,1,25,0:31.7,1:28.5,2:07,2:07,47,150,152,15,--,--,activity_20896882655
14.4,Stile libero,1,25,0:26.9,1:55.4,1:48,1:48,39,150,152,12,--,--,activity_20896882655
,Riposo,0,0,0:29.0,37:54,0,0,0,151,156,0,0,6,activity_20896882655
15,Stile libero,4,100,1:59.7,39:53,2:00,1:52,43,149,156,51,13,22,activity_20896882655
15.1,Stile libero,1,25,0:27.9,0:27.9,1:52,1:52,40,140,148,12,--,--,activity_20896882655
15.2,Stile libero,1,25,0:30.3,0:58.2,2:01,2:01,43,151,155,13,--,--,activity_20896882655
15.3,Stile libero,1,25,0:30.9,1:29.1,2:03,2:03,44,154,156,13,--,--,activity_20896882655
15.4,Stile libero,1,25,0:30.6,1:59.7,2:03,2:03,44,151,153,13,--,--,activity_20896882655
,Riposo,0,0,0:30.3,40:24,0,0,0,153,158,0,0,6,activity_20896882655
16,Stile libero,4,100,2:03.0,42:27,2:03,1:58,44,153,168,55,14,24,activity_20896882655
16.1,Stile libero,1,25,0:30,0:30,2:00,2:00,43,155,166,13,--,--,activity_20896882655
16.2,Stile libero,1,25,0:32.6,1:02.6,2:11,2:11,48,162,168,15,--,--,activity_20896882655
16.3,Stile libero,1,25,0:29.5,1:32.1,1:58,1:58,43,150,156,13,--,--,activity_20896882655
16.4,Stile libero,1,25,0:30.8,2:03.0,2:03,2:03,45,142,150,14,--,--,activity_20896882655
,Riposo,0,0,0:41.0,43:08,0,0,0,143,154,0,0,7,activity_20896882655
17,Misto,16,400,10:40,53:48,2:40,1:53,55,138,152,238,15,88,activity_20896882655
17.1,Rana,1,25,0:45.6,0:45.6,3:02,3:02,66,134,145,20,--,--,activity_20896882655
17.2,Rana,1,25,0:38.6,1:24.2,2:35,2:35,58,147,152,19,--,--,activity_20896882655
17.3,Rana,1,25,0:28.3,1:52.5,1:53,1:53,42,145,151,14,--,--,activity_20896882655
17.4,Rana,1,25,0:45.5,2:38.0,3:02,3:02,67,143,146,21,--,--,activity_20896882655
17.5,Dorso,1,25,0:39.5,3:17.5,2:38,2:38,53,142,147,13,--,--,activity_20896882655
17.6,Dorso,1,25,0:54.6,4:12.1,3:38,3:38,72,144,147,17,--,--,activity_20896882655
17.7,Dorso,1,25,0:42.1,4:54.1,2:48,2:48,57,144,147,15,--,--,activity_20896882655
17.8,Dorso,1,25,0:46.8,5:40.9,3:07,3:07,64,147,152,17,--,--,activity_20896882655
17.9,Stile libero,1,25,0:45.3,6:26.2,3:01,3:01,59,140,152,14,--,--,activity_20896882655
17.10,Stile libero,1,25,0:30.3,6:56.5,2:01,2:01,41,129,134,11,--,--,activity_20896882655
17.11,Stile libero,1,25,0:34.8,7:31.3,2:19,2:19,47,132,134,12,--,--,activity_20896882655
17.12,Stile libero,1,25,0:43.9,8:15.2,2:56,2:56,60,131,133,16,--,--,activity_20896882655
17.13,Stile libero,1,25,0:30.4,8:45.6,2:02,2:02,41,131,132,11,--,--,activity_20896882655
17.14,Stile libero,1,25,0:36,9:21.6,2:24,2:24,48,130,132,12,--,--,activity_20896882655
17.15,Stile libero,1,25,0:39.1,10:01,2:36,2:36,52,130,134,13,--,--,activity_20896882655
17.16,Stile libero,1,25,0:39.2,10:40,2:37,2:37,52,130,134,13,--,--,activity_20896882655
Riepilogo,--,82,"2,050",53:48,53:48,2:13,1:33,46,133,168,"1,037",13,472,activity_20896882655
1,Misto,18,450,15:28,15:28,2:36,1:38,53,131,176,248,14,146,activity_20964911769
1.1,Stile libero,1,25,0:45.4,0:45.4,3:01,3:01,60,97,118,15,--,--,activity_20964911769
1.2,Stile libero,1,25,0:24.6,1:09.9,1:38,1:38,34,118,120,9,--,--,activity_20964911769
1.3,Stile libero,1,25,0:28.3,1:38.2,1:53,1:53,38,122,124,10,--,--,activity_20964911769
1.4,Stile libero,1,25,0:32.9,2:11.2,2:12,2:12,44,121,123,11,--,--,activity_20964911769
1.5,Stile libero,1,25,0:37.9,2:49.1,2:32,2:32,51,120,123,13,--,--,activity_20964911769
1.6,Stile libero,1,25,0:32.3,3:21.4,2:09,2:09,44,123,131,12,--,--,activity_20964911769
1.7,Rana,1,25,0:33.4,3:54.8,2:14,2:14,49,132,137,16,--,--,activity_20964911769
1.8,Rana,1,25,0:42.4,4:37.2,2:50,2:50,62,135,138,20,--,--,activity_20964911769
